,IATA,airport,city,country,pagerank
3385,LAX,Los Angeles Intl,Los Angeles,United States,0.00357941779728
3731,ORD,Chicago Ohare Intl,Chicago,United States,0.00356968861805
3652,DEN,Denver Intl,Denver,United States,0.00355707213361
503,LHR,Heathrow,London,United Kingdom,0.00278692524859
3222,SIN,Changi Intl,Singapore,Singapore,0.00275323946469
3583,ATL,Hartsfield Jackson Atlanta Intl,Atlanta,United States,0.00273316401747
1358,CDG,Charles De Gaulle,Paris,France,0.00269651297052
3268,PEK,Capital Intl,Beijing,China,0.00268055046794
337,FRA,Frankfurt Main,Frankfurt,Germany,0.00263450172017
3265,SYD,Sydney Intl,Sydney,Australia,0.00259778392785
3571,DFW,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,0.00246411014368
3698,JFK,John F Kennedy Intl,New York,United States,0.00245064996774
575,AMS,Schiphol,Amsterdam,Netherlands,0.00241699806747
3921,DME,Domododevo,Moscow,Russia,0.00235690254039
191,YYZ,Lester B Pearson Intl,Toronto,Canada,0.00224444341967
3155,ICN,Incheon Intl,Seoul,South Korea,0.0022403066854
2137,DXB,Dubai Intl,Dubai,United Arab Emirates,0.0022353221382
3307,PVG,Pudong,Shanghai,China,0.00210971613998
1673,IST,Ataturk,Istanbul,Turkey,0.00208836428848
1195,BCN,Barcelona,Barcelona,Spain,0.00208151859299
3226,BNE,Brisbane Intl,Brisbane,Australia,0.0020177092019
2996,HKG,Hong Kong Intl,Hong Kong,Hong Kong,0.0020163045843
3786,BKK,Suvarnabhumi Intl,Bangkok,Thailand,0.00192225393871
2638,BOG,Eldorado Intl,Bogota,Colombia,0.00191661089945
3477,MIA,Miami Intl,Miami,United States,0.00188608881524
1789,MEX,Licenciado Benito Juarez Intl,Mexico City,Mexico,0.00186227938059
1529,FCO,Fiumicino,Rome,Italy,0.0018547554978
3370,SFO,San Francisco Intl,San Francisco,United States,0.00181088831693
3210,KUL,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,0.00180944229918
498,LGW,Gatwick,London,United Kingdom,0.00180665382024
343,MUC,Franz Josef Strauss,Munich,Germany,0.00178793435853
3451,IAH,George Bush Intercontinental,Houston,United States,0.0017862653673
1206,MAD,Barajas,Madrid,Spain,0.00176839954335
3478,SEA,Seattle Tacoma Intl,Seattle,United States,0.00176027044857
3012,DEL,Indira Gandhi Intl,Delhi,India,0.00175949987606
3759,MSP,Minneapolis St Paul Intl,Minneapolis,United States,0.00175010574529
3777,CLT,Charlotte Douglas Intl,Charlotte,United States,0.00175003429061
2223,NRT,Narita Intl,Tokyo,Japan,0.00173325080416
2335,MNL,Ninoy Aquino Intl,Manila,Philippines,0.00172609004651
2870,LED,Pulkovo,St. Petersburg,Russia,0.00170087982737
1586,VIE,Schwechat,Vienna,Austria,0.00169630673363
3273,CAN,Baiyun Intl,Guangzhou,China,0.00162283232204
2495,GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,0.00161776677402
3778,LAS,Mc Carran Intl,Las Vegas,United States,0.00160865841241
2374,AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina,0.00158743436105
1965,AKL,Auckland Intl,Auckland,New Zealand,0.00156180790292
798,JNB,Johannesburg Intl,Johannesburg,South Africa,0.00154077118796
3182,CGK,Soekarno Hatta Intl,Jakarta,Indonesia,0.00152798356604
474,MAN,Manchester,Manchester,United Kingdom,0.00152384151058
2917,BOM,Chhatrapati Shivaji Intl,Mumbai,India,0.00151092044723
3395,EWR,Newark Liberty Intl,Newark,United States,0.00150909888763
299,BRU,Brussels Natl,Brussels,Belgium,0.00150813259849
3890,PMI,Son Sant Joan,Palma de Mallorca,Spain,0.00150635219516
154,YVR,Vancouver Intl,Vancouver,Canada,0.0015028348999
342,DUS,Dusseldorf,Duesseldorf,Germany,0.00148994439279
3244,MEL,Melbourne Intl,Melbourne,Australia,0.00148097619188
3298,CTU,Shuangliu,Chengdu,China,0.0014486377221
3546,DTW,Detroit Metro Wayne Co,Detroit,United States,0.00144834784095
3285,KMG,Wujiaba,Kunming,China,0.00144456372739
3675,ANC,Ted Stevens Anchorage Intl,Anchorage,United States,0.00142525067833
3615,IAD,Washington Dulles Intl,Washington,United States,0.00141628679872
3779,MCO,Orlando Intl,Orlando,United States,0.00141359679728
2128,AUH,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,0.00140911361373
2220,TPE,Taoyuan Intl,Taipei,Taiwan,0.00140103667797
3653,PHL,Philadelphia Intl,Philadelphia,United States,0.00139009426696
602,CPH,Kastrup,Copenhagen,Denmark,0.00138879518218
3363,PHX,Phoenix Sky Harbor Intl,Phoenix,United States,0.00138345859708
1651,ZRH,Zurich,Zurich,Switzerland,0.00136195672952
2301,HND,Tokyo Intl,Tokyo,Japan,0.00135491630953
3349,BOS,General Edward Lawrence Logan Intl,Boston,United States,0.00134803982269
144,YUL,Pierre Elliott Trudeau Intl,Montreal,Canada,0.00133610312201
2905,SVO,Sheremetyevo,Moscow,Russia,0.00132707056104
2717,LIM,Jorge Chavez Intl,Lima,Peru,0.00130624310229
636,OSL,Gardermoen,Oslo,Norway,0.00129590411337
3434,FLL,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,0.00128153957033
1362,ORY,Orly,Paris,France,0.00127051027445
2462,BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,0.00126595261383
726,ARN,Arlanda,Stockholm,Sweden,0.00125428016952
3282,XIY,Xianyang,Xi'an,China,0.00124852243568
3500,BET,Bethel,Bethel,United States,0.00124486012027
2031,JED,King Abdulaziz Intl,Jeddah,Saudi Arabia,0.00116883695225
418,HEL,Helsinki Vantaa,Helsinki,Finland,0.00116879639574
1498,MXP,Malpensa,Milano,Italy,0.00115498451569
1611,LIS,Lisboa,Lisbon,Portugal,0.00113927840765
3296,CKG,Jiangbei,Chongqing,China,0.00112412288028
3951,NBO,Jomo Kenyatta International,Nairobi,Kenya,0.00110743578747
3733,FAI,Fairbanks Intl,Fairbanks,United States,0.00109025607169
3836,ATH,Eleftherios Venizelos Intl,Athens,Greece,0.00107554074536
3629,HNL,Honolulu Intl,Honolulu,United States,0.00106137699578
3289,HGH,Xiaoshan,Hangzhou,China,0.00106003590723
2088,THR,Mehrabad Intl,Teheran,Iran,0.00105661702415
1107,CAI,Cairo Intl,Cairo,Egypt,0.00104033252179
593,DUB,Dublin,Dublin,Ireland,0.00103455688464
3277,SZX,Baoan Intl,Shenzhen,China,0.00102972048081
3255,PER,Perth Intl,Perth,Australia,0.00102561820703
2041,RUH,King Khaled Intl,Riyadh,Saudi Arabia,0.00102489874019
1087,ADD,Bole Intl,Addis Ababa,Ethiopia,0.00102159842621
348,TXL,Tegel,Berlin,Germany,0.00101949137531
3437,SLC,Salt Lake City Intl,Salt Lake City,United States,0.00100658536825
4,POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,0.00100269736928
3966,PPT,Faa\\'a International,Papeete,French Polynesia,0.00100240375249
2186,DOH,Doha Intl,Doha,Qatar,0.000974212883082
3294,SHA,Hongqiao Intl,Shanghai,China,0.000949852238142
3302,URC,Diwopu,Urumqi,China,0.000949176311939
1817,CUN,Cancun Intl,Cancun,Mexico,0.000945441679911
1207,AGP,Malaga,Malaga,Spain,0.000936923850696
3621,PDX,Portland Intl,Portland,United States,0.000935195485854
3286,XMN,Gaoqi,Xiamen,China,0.000933686703455
3965,HIR,Honiara International,Honiara,Solomon Islands,0.000929020976741
176,YYC,Calgary Intl,Calgary,Canada,0.000918181504682
2491,GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,0.000917850050096
2580,SCL,Arturo Merino Benitez Intl,Santiago,Chile,0.000916329482781
3648,MDW,Chicago Midway Intl,Chicago,United States,0.000892847266592
3750,BWI,Baltimore Washington Intl,Baltimore,United States,0.000892181972235
3598,LGA,La Guardia,New York,United States,0.000890315291682
3884,KIX,Kansai,Osaka,Japan,0.000881637959438
3579,STL,Lambert St Louis Intl,St. Louis,United States,0.000867532960806
543,STN,Stansted,London,United Kingdom,0.000866358175179
1834,PAC,Marcos A Gelabert Intl,Panama,Panama,0.000858856500155
4204,SAW,Sabiha Gokcen,Istanbul,Turkey,0.000858219192767
3293,TAO,Liuting,Qingdao,China,0.000853813404137
2777,CCS,Simon Bolivar Intl,Caracas,Venezuela,0.000851871401676
3274,CSX,Huanghua,Changcha,China,0.000846472879925
2509,VCP,Viracopos,Campinas,Brazil,0.000846344006801
3421,DCA,Ronald Reagan Washington Natl,Washington,United States,0.000840120851092
3279,WUH,Tianhe,Wuhan,China,0.000840012883589
1054,CMN,Mohammed V Intl,Casablanca,Morocco,0.000835658582979
1638,GVA,Geneve Cointrin,Geneva,Switzerland,0.000834322824789
3547,TPA,Tampa Intl,Tampa,United States,0.000824448798746
1560,PRG,Ruzyne,Prague,Czech Republic,0.000820728519998
3074,DMK,Don Muang Intl,Bangkok,Thailand,0.00081409757542
2908,VKO,Vnukovo,Moscow,Russia,0.000814021181224
3291,NKG,Lukou,Nanjing,China,0.000813410217091
1190,ALC,Alicante,Alicante,Spain,0.000811249609616
1836,PTY,Tocumen Intl,Panama City,Panama,0.000808507460678
1202,IBZ,Ibiza,Ibiza,Spain,0.000805317905583
466,BHX,Birmingham,Birmingham,United Kingdom,0.000798726844447
2962,CCU,Netaji Subhash Chandra Bose Intl,Kolkata,India,0.00078962536724
3393,JNU,Juneau Intl,Juneau,United States,0.000786045528818
1330,NCE,Cote D\\'Azur,Nice,France,0.000782730930336
3830,DPS,Bali Ngurah Rai,Denpasar,Indonesia,0.000781409646841
1525,VCE,Venezia Tessera,Venice,Italy,0.000778839507809
3116,SGN,Tansonnhat Intl,Ho Chi Minh City,Vietnam,0.000768961619523
3228,CNS,Cairns Intl,Cairns,Australia,0.000765861694241
347,STR,Stuttgart,Stuttgart,Germany,0.000757075657334
1311,LYS,Saint Exupery,Lyon,France,0.000748701811251
1036,LPA,Gran Canaria,Gran Canaria,Spain,0.0007459890804
1850,SJO,Juan Santamaria Intl,San Jose,Costa Rica,0.000745088607821
339,HAM,Hamburg,Hamburg,Germany,0.00074125511097
1956,VLI,Port Vila Bauerfield,Port-vila,Vanuatu,0.000740652420235
3632,SAN,San Diego Intl,San Diego,United States,0.000739959553215
2551,SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,0.000728690767636
208,ALG,Houari Boumediene,Algier,Algeria,0.000724493509658
2468,CNF,Tancredo Neves Intl,Belo Horizonte,Brazil,0.000721904184372
530,EDI,Edinburgh,Edinburgh,United Kingdom,0.000718155951612
1329,MRS,Provence,Marseille,France,0.000717227052845
669,WAW,Okecie,Warsaw,Poland,0.00071369457943
1921,NAN,Nadi Intl,Nandi,Fiji,0.000711142619432
167,YXL,Sioux Lookout,Sioux Lookout,Canada,0.000709525850744
529,GLA,Glasgow,Glasgow,United Kingdom,0.000702141994943
2482,MAO,Eduardo Gomes Intl,Manaus,Brazil,0.000700592227127
4218,MHD,Mashhad,Mashhad,Iran,0.000697661846062
1563,TLV,Ben Gurion,Tel-aviv,Israel,0.000697571901298
48,YEG,Edmonton Intl,Edmonton,Canada,0.000697497780983
3147,UPG,Hasanuddin,Ujung Pandang,Indonesia,0.000694199335208
1428,HER,Nikos Kazantzakis,Heraklion,Greece,0.000692527121697
3278,CGO,Xinzheng,Zhengzhou,China,0.000682350857225
3048,BLR,Bangalore,Bangalore,India,0.000669744126316
1661,AYT,Antalya,Antalya,Turkey,0.00066838817989
3061,MAA,Chennai Intl,Madras,India,0.000667990322
2119,AMM,Queen Alia Intl,Amman,Jordan,0.000664051952785
3306,DLC,Zhoushuizi,Dalian,China,0.000662860203384
3880,EZE,Ministro Pistarini,Buenos Aires,Argentina,0.000657570904479
3246,ADL,Adelaide Intl,Adelaide,Australia,0.000653936468339
341,CGN,Koln Bonn,Cologne,Germany,0.000651997240399
2125,KWI,Kuwait Intl,Kuwait,Kuwait,0.000649494751028
3516,OME,Nome,Nome,United States,0.000648445858343
2815,SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,0.000642518686425
1630,OTP,Henri Coanda,Bucharest,Romania,0.000638532736261
3825,SUB,Juanda,Surabaya,Indonesia,0.000633095679242
4034,SHE,Shenyang Taoxian International Airport,Shenyang,China,0.00063260421132
3111,HAN,Noibai Intl,Hanoi,Vietnam,0.000632437836532
4096,CEB,Mactan Cebu Intl,Cebu,Philippines,0.000629692201009
1448,RHO,Rhodes Diagoras,Rhodos,Greece,0.000627941404965
1960,GEA,Magenta,Noumea,New Caledonia,0.000627834576831
2862,KBP,Boryspil Intl,Kiev,Ukraine,0.000625483249995
3387,CLE,Cleveland Hopkins Intl,Cleveland,United States,0.000625177984699
2143,MCT,Seeb Intl,Muscat,Oman,0.000621282347957
1038,TFS,Tenerife Sur,Tenerife,Spain,0.000619961855811
194,YZF,Yellowknife,Yellowknife,Canada,0.000618630461119
3303,HRB,Taiping,Harbin,China,0.000611040005446
3594,OTZ,Ralph Wien Mem,Kotzebue,United States,0.000608729619978
2895,SVX,Koltsovo,Yekaterinburg,Russia,0.000607879029616
3891,DRW,Darwin Intl,Darwin,Australia,0.00060739135772
2231,CTS,New Chitose,Sapporo,Japan,0.000595426272368
3043,KTM,Tribhuvan Intl,Kathmandu,Nepal,0.00059512056427
1499,BGY,Bergamo Orio Al Serio,Bergamo,Italy,0.000594107727965
935,LAD,Luanda 4 De Fevereiro,Luanda,Angola,0.000593325565058
1914,NAS,Lynden Pindling Intl,Nassau,Bahamas,0.000589150571513
1873,HAV,Jose Marti Intl,Havana,Cuba,0.00058793995812
3848,RIX,Riga Intl,Riga,Latvia,0.000586996173281
3969,OVB,Tolmachevo,Novosibirsk,Russia,0.000581577986524
3999,TNA,Jinan,Jinan,China,0.000580860486103
2001,WLG,Wellington Intl,Wellington,New Zealand,0.000578727053611
3271,TSN,Binhai,Tianjin,China,0.000575452834623
2476,CWB,Afonso Pena,Curitiba,Brazil,0.000574051221288
3297,KWE,Longdongbao,Guiyang,China,0.00057373321364
2530,POA,Salgado Filho,Porto Alegre,Brazil,0.000573102288098
3130,MDL,Mandalay Intl,Mandalay,Burma,0.000561805706789
486,BRS,Bristol,Bristol,United Kingdom,0.000561130169739
488,LTN,Luton,London,United Kingdom,0.0005568899147
1770,GDL,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico,0.000555345916175
2548,CGH,Congonhas,Sao Paulo,Brazil,0.000555138567957
2248,FUK,Fukuoka,Fukuoka,Japan,0.000553288459548
2153,KHI,Jinnah Intl,Karachi,Pakistan,0.000549845064214
2944,CMB,Bandaranaike Intl Colombo,Colombo,Sri Lanka,0.000548693646551
3058,HYD,Hyderabad,Hyderabad,India,0.000546494359725
2903,TAS,Yuzhny,Tashkent,Uzbekistan,0.000544393988823
3359,MCI,Kansas City Intl,Kansas City,United States,0.000542416852906
1609,OPO,Porto,Porto,Portugal,0.000535988059563
1968,CHC,Christchurch Intl,Christchurch,New Zealand,0.000535017848689
1579,MLA,Luqa,Malta,Malta,0.000534735422003
3591,BNA,Nashville Intl,Nashville,United States,0.000526792946542
3146,RGN,Yangon Intl,Yangon,Burma,0.0005256802208
2618,UIO,Mariscal Sucre Intl,Quito,Ecuador,0.000524330987893
2833,ALA,Almaty,Alma-ata,Kazakhstan,0.000522936177771
3276,NNG,Wuxu,Nanning,China,0.000520106845488
3837,NGO,Chubu Centrair Intl,Nagoya,Japan,0.000519856820992
1599,FAO,Faro,Faro,Portugal,0.00051794428871
519,EMA,Nottingham East Midlands,East Midlands,United Kingdom,0.000516892748445
270,LOS,Murtala Muhammed,Lagos,Nigeria,0.000515919453457
1037,ACE,Lanzarote,Las Palmas,Spain,0.000515591258375
4057,SFB,Orlando Sanford Intl,Sanford,United States,0.000512485139564
3467,HOU,William P Hobby,Houston,United States,0.000506039483474
3272,TYN,Wusu,Taiyuan,China,0.000505848854753
284,TUN,Carthage,Tunis,Tunisia,0.000505601762313
2479,CGB,Marechal Rondon,Cuiaba,Brazil,0.000501784123182
5218,HET,Baita Airport,Hohhot,China,0.000500113684501
628,BGO,Flesland,Bergen,Norway,0.000497787635676
3288,FOC,Changle,Fuzhou,China,0.000497276382742
158,YWG,Winnipeg Intl,Winnipeg,Canada,0.000494782111231
517,NCL,Newcastle,Newcastle,United Kingdom,0.000493704240268
3709,KTN,Ketchikan Intl,Ketchikan,United States,0.000493173744826
1175,LCA,Larnaca,Larnaca,Cyprus,0.000492166234462
2457,BEL,Val De Cans Intl,Belem,Brazil,0.000490174878974
1465,BUD,Ferihegy,Budapest,Hungary,0.000489030286375
54,YFB,Iqaluit,Iqaluit,Canada,0.000488655020294
1436,CFU,Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece,0.000487503734498
2023,DMM,King Fahd Intl,Dammam,Saudi Arabia,0.000483854552193
2995,DAC,Zia Intl,Dhaka,Bangladesh,0.000483377808526
2886,AER,Sochi,Sochi,Russia,0.000482683667705
15,KEF,Keflavik International Airport,Keflavik,Iceland,0.000478039403774
3354,OAK,Metropolitan Oakland Intl,Oakland,United States,0.000474931607682
1483,CTA,Catania Fontanarossa,Catania,Italy,0.000474074122445
245,ACC,Kotoka Intl,Accra,Ghana,0.000470749303506
2016,BAH,Bahrain Intl,Bahrain,Bahrain,0.000469830634853
3945,BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,0.000468125057883
3574,AUS,Austin Bergstrom Intl,Austin,United States,0.000464728106309
1462,SKG,Makedonia,Thessaloniki,Greece,0.000462707543949
130,YRT,Rankin Inlet,Rankin Inlet,Canada,0.000460110724107
2311,PUS,Gimhae Intl,Busan,South Korea,0.000457685808431
783,CPT,Cape Town Intl,Cape Town,South Africa,0.000450575370011
99,YOW,Ottawa Macdonald Cartier Intl,Ottawa,Canada,0.000444840680064
1790,MTY,General Mariano Escobedo Intl,Monterrey,Mexico,0.000443432691921
1153,KRT,Khartoum,Khartoum,Sudan,0.000441254084755
1250,TLS,Blagnac,Toulouse,France,0.000441016277384
3176,BKI,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,0.00043982354038
3186,MES,Polonia,Medan,Indonesia,0.000437967329192
3817,BPN,Sepinggan,Balikpapan,Indonesia,0.000437407296107
3527,RDU,Raleigh Durham Intl,Raleigh-durham,United States,0.000436764915687
1535,PSA,Pisa,Pisa,Italy,0.000434239781802
257,ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,0.000433976061115
301,CRL,Brussels South,Charleroi,Belgium,0.000433811356575
1199,GRO,Girona,Gerona,Spain,0.000431136913475
2541,REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,0.000430921966377
4355,ANI,Aniak Airport,Aniak,United States,0.00043033189281
1856,SAL,El Salvador Intl,San Salvador,El Salvador,0.00043029007271
2108,SYZ,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,0.000430033786573
3374,MEM,Memphis Intl,Memphis,United States,0.000429987605644
3522,SAT,San Antonio Intl,San Antonio,United States,0.000427070009675
1208,MAH,Menorca,Menorca,Spain,0.000426862337643
2126,BEY,Rafic Hariri Intl,Beirut,Lebanon,0.000425097865997
4011,HAK,Meilan,Haikou,China,0.000424428398876
3357,OGG,Kahului,Kahului,United States,0.0004238378009
1655,ESB,Esenboga,Ankara,Turkey,0.000421184809747
3922,SYX,Phoenix International,Sanya,China,0.000417786340285
3095,HKT,Phuket Intl,Phuket,Thailand,0.000416791239275
2835,TSE,Astana Intl,Tselinograd,Kazakhstan,0.000415420157822
902,TNR,Ivato,Antananarivo,Madagascar,0.000415140902005
3287,KHN,Changbei Intl,Nanchang,China,0.000415124174666
2690,LPB,El Alto Intl,La Paz,Bolivia,0.000414655931612
3275,KWL,Liangjiang,Guilin,China,0.000414381274768
4131,TAH,Tanna island,Tanna,Vanuatu,0.000413509184921
2309,CJU,Jeju Intl,Cheju,South Korea,0.000413419076495
2603,GYE,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,0.000413338804763
1223,VLC,Valencia,Valencia,Spain,0.000413326664927
2543,SDU,Santos Dumont,Rio De Janeiro,Brazil,0.000412632192308
3762,MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,0.000409844843608
349,HAJ,Hannover,Hannover,Germany,0.000408607393677
1512,BLQ,Bologna,Bologna,Italy,0.000408549959882
1064,DKR,Leopold Sedar Senghor Intl,Dakar,Senegal,0.000407455655357
1135,TIP,Tripoli Intl,Tripoli,Libya,0.000406954013067
499,LCY,City,London,United Kingdom,0.000406929192693
2322,OKA,Naha,Okinawa,Japan,0.000405857967492
1184,SPU,Split,Split,Croatia,0.000405363284391
200,YZV,Sept Iles,Sept-iles,Canada,0.000403146326753
3649,SJC,Norman Y Mineta San Jose Intl,San Jose,United States,0.000402800357515
334,SXF,Schonefeld,Berlin,Germany,0.000400408186861
1033,FUE,Fuerteventura,Fuerteventura,Spain,0.000398215688623
1706,BEG,Beograd,Belgrade,Serbia,0.000397546769162
1126,WIL,Nairobi Wilson,Nairobi,Kenya,0.000397511619831
1434,KGS,Kos,Kos,Greece,0.00039590102838
3309,SZB,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,0.000394954612726
3389,CVG,Cincinnati Northern Kentucky Intl,Cincinnati,United States,0.000394632736253
1534,NAP,Capodichino,Naples,Italy,0.00039285548202
1178,DBV,Dubrovnik,Dubrovnik,Croatia,0.000392742659478
3039,MFM,Macau Intl,Macau,Macau,0.000391952810761
1394,NTE,Nantes Atlantique,Nantes,France,0.00039011847662
5302,LHW,Lanzhou Airport,Lanzhou,China,0.00038968652901
2170,ISB,Chaklala,Islamabad,Pakistan,0.000389342268859
513,LBA,Leeds Bradford,Leeds,United Kingdom,0.000388716422754
1494,OLB,Olbia Costa Smeralda,Olbia,Italy,0.000388293038195
110,YQB,Quebec Jean Lesage Intl,Quebec,Canada,0.000388214414388
2846,GYD,Heydar Aliyev,Baku,Azerbaijan,0.000388198721814
3618,MKE,General Mitchell Intl,Milwaukee,United States,0.000386397275819
3173,MYY,Miri,Miri,Malaysia,0.000386167989509
159,YWK,Wabush,Wabush,Canada,0.000383150894555
3471,PIT,Pittsburgh Intl,Pittsburgh,United States,0.000382926668167
2277,ITM,Osaka Intl,Osaka,Japan,0.000381567322132
1727,PUJ,Punta Cana Intl,Punta Cana,Dominican Republic,0.000380425271573
2824,SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles,0.000379047580351
3718,SMF,Sacramento Intl,Sacramento,United States,0.000377305528855
72,YHZ,Halifax Intl,Halifax,Canada,0.000374394018749
17,RKV,Reykjavik,Reykjavik,Iceland,0.000374200446419
3695,AKN,King Salmon,King Salmon,United States,0.000367671636968
891,LUN,Lusaka Intl,Lusaka,Zambia,0.000366415536175
1194,BIO,Bilbao,Bilbao,Spain,0.000365786383538
3283,ULN,Chinggis Khaan Intl,Ulan Bator,Mongolia,0.000365338625174
250,ABJ,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,0.000364733072584
3214,PEN,Penang Intl,Penang,Malaysia,0.000364046660708
1678,ADB,Adnan Menderes,Izmir,Turkey,0.00036314138171
2490,FOR,Pinto Martins Intl,Fortaleza,Brazil,0.000362781943939
621,LUX,Luxembourg,Luxemburg,Luxembourg,0.000359721403266
3486,IND,Indianapolis Intl,Indianapolis,United States,0.000359426579213
5265,WNZ,Wenzhou Yongqiang Airport,Wenzhou,China,0.000359364240039
2850,KHV,Novy,Khabarovsk,Russia,0.000352374840579
3660,CMH,Port Columbus Intl,Columbus,United States,0.000352000778154
881,DLA,Douala,Douala,Cameroon,0.000351693374649
3053,COK,Cochin,Kochi,India,0.000351457018826
3292,HFE,Luogang,Hefei,China,0.000351066078609
119,YQT,Thunder Bay,Thunder Bay,Canada,0.000350795541176
4261,KJA,Emelyanovo,Krasnoyarsk,Russia,0.000349980950414
3761,DUT,Unalaska,Unalaska,United States,0.000348230336788
1920,RAR,Rarotonga Intl,Avarua,Cook Islands,0.000348153510065
656,TRD,Vaernes,Trondheim,Norway,0.000347438326136
1922,SUV,Nausori Intl,Nausori,Fiji,0.000345827659013
186,YYR,Goose Bay,Goose Bay,Canada,0.000345237897403
1055,RAK,Menara,Marrakech,Morocco,0.000343976886485
3235,TSV,Townsville,Townsville,Australia,0.000343105248938
3694,RSW,Southwest Florida Intl,Fort Myers,United States,0.000342757993103
3911,ABQ,Albuquerque International Sunport,Albuquerque,United States,0.000341044322781
4414,SON,Santo Pekoa International Airport,Santo,Vanuatu,0.000338828169558
3873,SAH,Sanaa Intl,Sanaa,Yemen,0.000338075809249
877,MRU,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,0.000337596357158
1241,BOD,Merignac,Bordeaux,France,0.00033738316746
4474,SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica,0.000337127708609
654,TOS,Langnes,Tromso,Norway,0.00033564837746
4267,CGQ,Changchun,Changchun,China,0.000335125725358
1493,CAG,Elmas,Cagliari,Italy,0.000334528504645
2154,LHE,Allama Iqbal Intl,Lahore,Pakistan,0.000334223103151
1486,PMO,Palermo,Palermo,Italy,0.000332977691133
2820,AUA,Reina Beatrix Intl,Oranjestad,Aruba,0.000331159324474
53,YEV,Inuvik Mike Zubko,Inuvik,Canada,0.000330816649758
487,LPL,Liverpool,Liverpool,United Kingdom,0.000330331520887
2876,MSQ,Minsk 2,Minsk 2,Belarus,0.000330198906578
4181,AZA,Phoenix-Mesa Gateway,Mesa,United States,0.000329146355568
2699,VVI,Viru Viru Intl,Santa Cruz,Bolivia,0.000328369781283
7,GOH,Nuuk,Godthaab,Greenland,0.000327981863332
2822,CUR,Hato,Willemstad,Netherlands Antilles,0.000327935320238
1172,SOF,Sofia,Sofia,Bulgaria,0.000327732098059
2644,CLO,Alfonso Bonilla Aragon Intl,Cali,Colombia,0.000325215772111
1503,LIN,Linate,Milan,Italy,0.000324914878048
3976,INC,Yinchuan,Yinchuan,China,0.00032313389524
3227,OOL,Gold Coast,Coolangatta,Australia,0.000318854175831
580,EIN,Eindhoven,Eindhoven,Netherlands,0.000318847239409
1685,DLM,Dalaman,Dalaman,Turkey,0.00031777076632
1812,TIJ,General Abelardo L Rodriguez Intl,Tijuana,Mexico,0.000317587799218
5220,SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,0.000314516824699
3290,NGB,Lishe,Ninbo,China,0.00031304781469
2857,VVO,Knevichi,Vladivostok,Russia,0.000311837169707
1169,BOJ,Burgas,Bourgas,Bulgaria,0.000311420198675
3854,VNO,Vilnius Intl,Vilnius,Lithuania,0.000311060609239
3768,SNA,John Wayne Arpt Orange Co,Santa Ana,United States,0.000308363286524
412,TLL,Tallinn,Tallinn-ulemiste International,Estonia,0.000307534547894
152,YVP,Kuujjuaq,Quujjuaq,Canada,0.000307278670519
1805,SJD,Los Cabos Intl,San Jose Del Cabo,Mexico,0.000303433202976
4217,IKA,Imam Khomeini,Tehran,Iran,0.000301755181822
3982,FNC,Madeira,Funchal,Portugal,0.0003011758348
1343,BVA,Tille,Beauvais,France,0.000300005230305
2209,KHH,Kaohsiung Intl,Kaohsiung,Taiwan,0.000298675413016
2317,GMP,Gimpo,Seoul,South Korea,0.000298249389678
5046,GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,0.000298169959937
352,HHN,Frankfurt Hahn,Hahn,Germany,0.000297138313627
627,BOO,Bodo,Bodo,Norway,0.000296518806853
3801,SRG,Achmad Yani,Semarang,Indonesia,0.000296269088217
3403,DAL,Dallas Love Fld,Dallas,United States,0.000295791520024
1155,DAR,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,0.000295560347169
3887,JAV,Ilulissat,Ilulissat,Greenland,0.000295345635642
3827,CNX,Chiang Mai Intl,Chiang Mai,Thailand,0.000295229155788
