Instant food products,UHT-milk,0.0004067107269954245,0.05063291139240506
Instant food products,baking powder,0.0003050330452465684,0.0379746835443038
Instant food products,beef,0.000813421453990849,0.10126582278481013
Instant food products,berries,0.0003050330452465684,0.0379746835443038
Instant food products,beverages,0.0004067107269954245,0.05063291139240506
Instant food products,bottled beer,0.0006100660904931368,0.0759493670886076
Instant food products,bottled water,0.0010167768174885613,0.12658227848101267
Instant food products,brown bread,0.0007117437722419929,0.08860759493670886
Instant food products,butter,0.0012201321809862736,0.1518987341772152
Instant food products,cake bar,0.00010167768174885612,0.012658227848101266
Instant food products,candles,0.00020335536349771224,0.02531645569620253
Instant food products,candy,0.00020335536349771224,0.02531645569620253
Instant food products,canned beer,0.00020335536349771224,0.02531645569620253
Instant food products,canned fish,0.0009150991357397051,0.11392405063291139
Instant food products,canned fruit,0.00020335536349771224,0.02531645569620253
Instant food products,canned vegetables,0.00010167768174885612,0.012658227848101266
Instant food products,chewing gum,0.00020335536349771224,0.02531645569620253
Instant food products,chicken,0.0004067107269954245,0.05063291139240506
Instant food products,chocolate,0.0004067107269954245,0.05063291139240506
Instant food products,chocolate marshmallow,0.00020335536349771224,0.02531645569620253
Instant food products,citrus fruit,0.0011184544992374173,0.13924050632911392
Instant food products,cling film/bags,0.00010167768174885612,0.012658227848101266
Instant food products,coffee,0.0005083884087442806,0.06329113924050633
Instant food products,condensed milk,0.00010167768174885612,0.012658227848101266
Instant food products,cream cheese ,0.0003050330452465684,0.0379746835443038
Instant food products,curd,0.0013218098627351296,0.16455696202531644
Instant food products,curd cheese,0.00010167768174885612,0.012658227848101266
Instant food products,dental care,0.00010167768174885612,0.012658227848101266
Instant food products,dessert,0.0004067107269954245,0.05063291139240506
Instant food products,detergent,0.0004067107269954245,0.05063291139240506
Instant food products,dish cleaner,0.00020335536349771224,0.02531645569620253
Instant food products,dishes,0.00020335536349771224,0.02531645569620253
Instant food products,domestic eggs,0.0010167768174885613,0.12658227848101267
Instant food products,female sanitary products,0.00010167768174885612,0.012658227848101266
Instant food products,finished products,0.00010167768174885612,0.012658227848101266
Instant food products,flour,0.0004067107269954245,0.05063291139240506
Instant food products,flower (seeds),0.00010167768174885612,0.012658227848101266
Instant food products,frankfurter,0.0010167768174885613,0.12658227848101267
Instant food products,frozen dessert,0.00020335536349771224,0.02531645569620253
Instant food products,frozen fish,0.00010167768174885612,0.012658227848101266
Instant food products,frozen meals,0.0004067107269954245,0.05063291139240506
Instant food products,frozen potato products,0.00010167768174885612,0.012658227848101266
Instant food products,frozen vegetables,0.0007117437722419929,0.08860759493670886
Instant food products,fruit/vegetable juice,0.0009150991357397051,0.11392405063291139
Instant food products,grapes,0.00020335536349771224,0.02531645569620253
Instant food products,ham,0.00020335536349771224,0.02531645569620253
Instant food products,hamburger meat,0.003050330452465684,0.379746835443038
Instant food products,hard cheese,0.0004067107269954245,0.05063291139240506
Instant food products,herbs,0.0003050330452465684,0.0379746835443038
Instant food products,honey,0.00010167768174885612,0.012658227848101266
Instant food products,house keeping products,0.0004067107269954245,0.05063291139240506
Instant food products,hygiene articles,0.0007117437722419929,0.08860759493670886
Instant food products,ice cream,0.0005083884087442806,0.06329113924050633
Instant food products,jam,0.00010167768174885612,0.012658227848101266
Instant food products,ketchup,0.00020335536349771224,0.02531645569620253
Instant food products,kitchen towels,0.00010167768174885612,0.012658227848101266
Instant food products,kitchen utensil,0.00010167768174885612,0.012658227848101266
Instant food products,long life bakery product,0.00020335536349771224,0.02531645569620253
Instant food products,margarine,0.0007117437722419929,0.08860759493670886
Instant food products,mayonnaise,0.0003050330452465684,0.0379746835443038
Instant food products,meat,0.0005083884087442806,0.06329113924050633
Instant food products,misc. beverages,0.00020335536349771224,0.02531645569620253
Instant food products,mustard,0.00020335536349771224,0.02531645569620253
Instant food products,napkins,0.000813421453990849,0.10126582278481013
Instant food products,newspapers,0.0011184544992374173,0.13924050632911392
Instant food products,nut snack,0.00010167768174885612,0.012658227848101266
Instant food products,nuts/prunes,0.00010167768174885612,0.012658227848101266
Instant food products,oil,0.0004067107269954245,0.05063291139240506
Instant food products,onions,0.0004067107269954245,0.05063291139240506
Instant food products,other vegetables,0.0027452974072191155,0.34177215189873417
Instant food products,pasta,0.0006100660904931368,0.0759493670886076
Instant food products,pastry,0.0014234875444839859,0.17721518987341772
Instant food products,photo/film,0.00010167768174885612,0.012658227848101266
Instant food products,pickled vegetables,0.00020335536349771224,0.02531645569620253
Instant food products,pip fruit,0.0010167768174885613,0.12658227848101267
Instant food products,popcorn,0.00020335536349771224,0.02531645569620253
Instant food products,pork,0.0010167768174885613,0.12658227848101267
Instant food products,potato products,0.00010167768174885612,0.012658227848101266
Instant food products,processed cheese,0.0005083884087442806,0.06329113924050633
Instant food products,pudding powder,0.00010167768174885612,0.012658227848101266
Instant food products,red/blush wine,0.0003050330452465684,0.0379746835443038
Instant food products,rice,0.00020335536349771224,0.02531645569620253
Instant food products,roll products ,0.00010167768174885612,0.012658227848101266
Instant food products,rolls/buns,0.002338586680223691,0.2911392405063291
Instant food products,root vegetables,0.0019318759532282665,0.24050632911392406
Instant food products,salt,0.00020335536349771224,0.02531645569620253
Instant food products,salty snack,0.000813421453990849,0.10126582278481013
Instant food products,sausage,0.000813421453990849,0.10126582278481013
Instant food products,semi-finished bread,0.00020335536349771224,0.02531645569620253
Instant food products,shopping bags,0.0011184544992374173,0.13924050632911392
Instant food products,skin care,0.00020335536349771224,0.02531645569620253
